X,Y,Rate_per_100000,Walkability,PopulationFemale,NoHealthInsurance,X.Black
-91.349973,36.585074,113.3,13.611111,152.13,50.28,0.43
-89.763923,36.318419,131.7,40.944444,317.33,78.54,158.32
-89.967355,37.695796,0,31.041667,252.47,31.67,2.77
-93.221929,38.705997,86.2,80.258333,551.78,160,49.16
-91.615703,38.044544,31.6,61.297619,480.82,82.74,24.26
-91.166978,39.451003,161.7,31.375,235.84,45.28,32.44
-94.643365,39.202587,150.2,162.534722,949.69,115.17,135.12
-93.273994,37.523741,81.4,21.866667,204.17,54.6,3.25
-92.237473,37.809726,70.5,51.333333,384.11,91.32,85.56
-92.461181,39.527936,114.2,39.269444,290.38,57.87,32.71
-93.972501,39.275927,36.1,19.775,202.65,41.38,5.18
-90.498688,38.777341,95.9,617.666667,3967.17,376.62,350.22
-90.13974,37.795024,210.4,19.938889,197.26,19.02,7.45
-90.432541,37.801637,115.8,79.452778,520.05,97.57,40.29
-90.391285,38.726893,321,2191.189881,10461.81,1264.27,5154.18
-93.202318,39.112553,57.3,48.027778,343.83,63.15,33.53
-92.59486,40.453656,0,4.666667,52.2,15.85,0.47
-89.616707,36.876462,91.3,68.895833,516.4,110.4,113.79
-89.969809,36.802405,44.7,49.111111,410.51,92.03,14.05
-93.509748,36.721263,73.9,33.422222,307.15,53.05,1.32
-93.120101,40.213048,98.8,14.416667,149.86,32.69,4.33
-93.081303,36.565554,77.4,62.752778,511.67,158.99,16.74
-91.983554,37.528078,46.4,19.444444,191.79,64.58,8.18
-94.337153,37.832467,127.6,34.972222,303.72,94.14,2.37
-91.193764,38.703487,57.2,29.261111,248.37,36.12,9.52
-90.954902,38.055497,163.2,25.208333,241.56,62.95,11.18
-90.480782,37.148243,63.4,16.430556,202.46,56.68,2.04
-92.767551,37.117782,87.7,45.138889,386.44,111.71,9.08
-92.319848,37.095991,33.3,20.741667,204.94,79.14,1.98
-90.221078,38.659155,1058.1,1477.126984,5446.67,1196.47,5510.73
-112.714473,45.23518,0,19.166667,148.15,27.58,0.18
-107.391028,45.209581,89.8,19.958333,200.35,124.49,0.29
-111.495355,46.332356,0,12.666667,98.89,13.76,0.22
-108.999523,45.510737,105.9,28.861111,246.4,34.52,1.77
-111.301672,47.499644,67.7,104.394444,644.1,102.99,7.98
-105.838581,46.403761,92.8,50.388889,300.1,36.18,3.32
-114.314957,48.195702,45.6,137.872222,952.88,165.15,8.03
-111.160365,45.530311,63.2,232.25,1066.6,173.39,8.09
-112.118815,46.276648,104.3,19.208333,148.13,18.56,1.17
-114.12792,47.49178,85.9,41.766667,399.38,105.94,1.88
-112.279299,46.813917,52.7,96.43254,654.57,75.53,4.16
-115.39106,48.53439,62.5,17.736111,148.12,36.44,0.2
-114.766038,46.974456,129.8,11.75,96.99,15.1,1.58
-114.390402,47.104401,118.1,241.208333,990.03,141.64,12.45
-110.467402,45.12824,82.2,25.777778,151.2,32.22,1.35
-112.569407,48.282634,0,6.333333,49.88,5.11,0.21
-112.752629,46.390054,162.9,11.555556,79.76,20.38,1.15
-114.318722,46.186541,49.5,52.025,459.85,100.5,1.1
-114.524175,47.469209,66.8,16.816667,144.96,35.21,0.8
-112.534799,46.011592,77.4,110.638889,397.77,43.15,4.1
-108.675325,45.982192,107.9,261.219445,1625.39,240.5,25.35
-98.389292,40.588716,23,69.708333,444.27,76.91,5.3
-98.097562,42.032141,0,16.611111,149.22,17.63,2.56
-99.073318,40.706364,12.1,87.525,546.94,100.48,11.13
-95.913811,41.005389,36.5,37.291667,296.27,37.53,2.04
-97.272932,42.718589,0,11.716667,98.13,10.92,0.3
-101.093394,42.456002,0,10.233333,97.86,11.59,0.02
-98.066663,40.451886,0,11.916667,97.87,17.62,0.44
-97.093083,41.538696,72.1,19.744444,136.23,28.39,8.46
-96.644805,41.824012,0,20.958333,150.11,20.99,0.34
-99.971208,41.339535,89.3,22.722222,200.9,29.69,0.89
-96.409994,42.47687,50.8,41.652778,198.24,46.99,17.35
-103.005304,42.796896,0,14.422222,101.97,20.02,6.59
-96.865797,42.591199,0,9.125,97.78,11.41,0.79
-96.490577,41.444838,29.9,74.716667,458.15,92.45,8.14
-95.961526,41.234012,72.2,1823.155159,7859.86,1568.48,1970.8
-97.705752,40.521342,0,14.5,100.23,12.03,0.64
-98.949265,40.108342,0,12.416667,100.9,9.98,1.02
-98.347232,40.913089,59,110.844444,695.85,162.05,33.58
-98.005597,40.861785,0,17.166667,152.51,17.75,0.69
-98.624897,41.215892,0,10.125,99.02,11.93,0.32
-97.664225,42.517466,0,21.083333,151.44,21.77,1.26
-96.618164,40.831587,38.7,927.403571,3531.99,548.88,288.78
-97.385281,42.043086,31.6,71.897222,454.83,80.93,11.84
-95.829756,40.373896,0,13.083333,99.97,13.09,2.95
-98.046868,40.18136,0,13.055556,100.69,13.47,0.27
-97.459929,42.260325,0,11.722222,100.46,9.71,0.42
-100.638122,40.223142,0,21.833333,149.91,24.96,1.39
-96.970556,40.647258,43.4,22.041667,195.49,33.85,9.12
-95.961072,41.124919,19.3,339.972222,2141.9,231.18,171.44
-103.6628,41.867349,20.5,80.694444,559.25,100.31,9.35
-97.109535,40.899697,0,22.902778,193.54,22.21,2.14
-102.438118,42.450352,0,5.833333,50.23,9.58,0.58
-98.920774,41.571067,0,11.166667,102.92,17.65,0.93
-96.998356,42.235442,0,11.347222,97.44,7.13,2.45
-98.494303,40.252765,0,12.416667,98.92,12.99,0.58
-97.599011,40.941327,61.9,30.236111,201.06,26.59,5.51
-118.145353,39.570334,134.4,38.819444,346.53,71.48,48.01
-115.09622,36.092998,474.1,5756.675,24263.08,5949.28,5622.79
-119.732984,38.887065,109.8,107.875,792.58,125.74,11.49
-115.795563,41.101876,65.6,92.944444,660.84,145.91,11.48
-117.727223,40.961124,36.9,11.122222,95.36,20.88,0.77
-115.075291,37.368174,0,10.833333,93.23,18.88,8.54
-119.454553,39.185105,118.8,49.325,493.77,94.31,5.4
-116.645615,38.141085,193.5,41.166667,392.94,85.39,11.16
-119.742941,39.560521,259.3,1080.355556,5258.35,1008.58,236.94
-114.79138,39.567054,355.8,16.263889,81.84,14.86,9.81
-119.754606,39.17528,400.4,128.583333,632.74,134.14,25.73
-71.363469,43.427433,52.1,108.297222,754.89,101.91,11.17
-71.111043,43.900479,59.6,72.805556,558.33,102.73,5.8
-72.059679,42.829369,55.8,108.519445,817.49,102.37,14.06
-71.134125,44.342267,71.6,64.833333,480.08,72.26,18.91
-71.641982,44.224108,57.3,137.433333,959.92,137.68,19.93
-71.482523,42.995047,105.9,644.5,4272.91,591.32,283.79
-71.339129,43.214836,97.8,248.666667,1819.89,204.19,49.53
-71.300235,42.864066,66.1,429.35,3180.72,275.44,50.38
-71.042401,43.213933,95.5,175.711111,1275.33,146.93,25.37
-72.200141,43.364909,47.7,63.302778,504.15,69.96,7.63
-106.704504,35.081648,277.6,1874.305159,7796.8,1238.84,435.13
-104.034748,33.576309,104,88.544444,554.84,105.26,17.96
-108.199321,34.935964,450.8,29.5,245.15,38.42,5.17
-103.23174,34.426648,91.2,89.733333,569.98,124.71,58.12
-106.788105,32.311998,242.6,290.658333,2029.4,439.63,63.25
-104.307355,32.756506,65.8,93.755556,587.8,125.62,23.15
-108.253322,32.777142,116.2,46.036111,401.73,31.57,7.8
-103.135616,32.703881,102.3,104.493651,732.33,197.59,55.22
-105.652989,33.9092,157.1,29.458333,197.33,45.7,3.1
-106.279217,35.804831,36.5,24.666667,195.66,13.54,2.47
-107.766562,32.258746,104,31.805556,201.16,27.79,6.28
-108.415994,35.569151,240,84.736111,781.69,294.04,11.43
-105.965451,32.798875,110.2,97.861111,723.54,93.82,59.95
-103.7417,35.205759,85.8,24.75,156.69,18.75,4.97
-107.220393,36.6354,191.2,40.216667,404.89,71.16,3.66
-103.706297,34.22032,72.1,32.236111,250.96,55.73,12.86
-106.668067,35.230465,158.5,180.638889,1162.32,188.26,52.17
-107.969505,36.31794,138.2,245.636111,1611.34,410.7,28.4
-104.569764,35.501887,150.3,44,349.97,42.89,10.77
-105.97174,35.633823,346.6,448.113889,2556.16,475.64,52.41
-107.588125,33.090664,145.4,28.083333,201.53,21.5,1.38
-107.294856,34.016591,178.9,33.638889,234.51,34.81,3.1
-105.533022,36.459476,170,34.858333,304.19,50.9,2.23
-106.156691,34.998958,362.4,20.4,187.7,25.38,3.17
-106.685687,34.818021,149.2,114.947222,844.91,148.07,27.45
-73.766462,42.670296,432.2,811.675,3739.39,245.55,942.18
-78.303322,42.2317,58.4,58.5,542.01,68.74,14.38
-73.914883,40.843094,2406.6,4188.304035,16806.06,2597.02,10676.34
-76.027958,42.113198,237.6,384.169444,2695.42,234.33,356.6
-78.419351,42.075517,121,98.694444,805.5,103.19,23.43
-76.546557,42.930289,225.6,144.158333,878.29,89.4,78.27
-79.339714,42.452483,218.5,232.938889,1721.17,178.77,91.54
-76.806408,42.080894,269.7,156.169444,1090.44,92.96,136.63
-75.422352,42.589654,131.2,59.522222,554.26,42.86,12.7
-73.466179,44.691309,269.6,98.480556,840.01,77.78,58.74
-73.788171,42.247925,399.9,110.308333,943.59,85.38,82.33
-76.17347,42.599325,119.4,79.841667,612.59,37.05,24.11
-74.92658,42.272173,127.1,61.172619,599.01,60.89,14.58
-73.541586,41.944615,337.6,530.136111,3876.78,354.19,713.62
-78.673779,43.021243,292.8,2638.792063,11910.22,808.17,3650.84
-73.679617,44.1794,179,58.475,532.56,42.25,22.83
-74.166656,44.932576,409,28.472222,209.55,31.52,48.82
-74.343697,43.062806,137.6,98.661111,750.09,70.03,28.22
-78.213229,43.088018,162.8,88.258333,701.01,47.4,40.16
-73.858855,42.41899,418.6,76.888889,709.13,59.62,37.16
-74.865462,43.049546,100.7,108.927778,954.21,90.15,29.31
-76.223308,44.091333,190.7,147.347222,1154.86,126.3,139.87
-73.951513,40.59944,1243.8,10080.95,38651.59,5248.17,23881.61
-75.241256,43.637749,59,27.372222,299.88,38.14,3.47
-77.875247,42.723684,210,103.113889,655.73,40.52,26.64
-75.542318,42.814563,79.7,40.361111,352.55,36.35,18.79
-77.627731,43.039367,359.2,2132.663889,9794.09,718.43,3995.59
-74.208542,42.950532,196.2,103.986111,823.49,94.51,43.34
-73.625246,40.666393,243.5,3857.619444,14133.85,1176.88,2962.56
-73.973117,40.801829,1840.7,3716.697884,14392.41,1389.13,4165.14
-79.037254,43.091818,134.4,571.558333,2991.45,202.18,549.73
-75.448505,43.23957,278,662.711111,3319.24,275.07,498.59
-76.250216,43.064593,288.3,1571.020635,7137.12,551.34,2013.19
-77.295473,42.893533,120.2,152.688889,1228.99,85.46,74.09
-74.007635,41.492708,308.3,595.447222,3673.16,366.96,863.69
-78.391592,43.212493,496.7,54.155556,502.99,52.38,47.87
-76.401992,43.314449,92.3,243.086111,1397.09,134.25,29.17
-75.297644,42.49738,113.7,99.525,884.94,78.26,40.84
-73.774007,41.396117,153.1,138.083333,960.16,62.25,54.69
-73.877947,40.752686,836.9,9071.459722,32318.59,5754.49,12583.76
-73.69219,42.718167,236.3,380.477778,2006.77,156.66,293.31
-74.135329,40.617078,549.7,1485.476587,5470.96,488.4,1266.32
-74.045419,41.107394,261.8,566.630556,3218.43,335.93,745.66
-74.964602,44.691301,209.8,113.5,992.32,133.96,50.09
-73.644074,42.946791,124.2,346.672619,2430.85,166.38,79.93
-73.937732,42.81949,321.8,486.938889,2131.1,193.19,495.03
-74.500832,42.673115,99,30.425,349.1,27.68,6.08
-76.883197,42.926001,279.6,53.922222,435.89,75.88,33.14
-77.658535,42.332399,110,166.858333,1296.13,140.84,37.58
-73.271111,40.831068,241.8,2735.263889,16308.8,1408.57,2285.82
-74.921263,41.834086,453.9,130.373413,1078.53,133.83,137.47
-76.479304,42.214545,99.1,62.424603,505.79,42.85,7.62
-76.618059,42.519008,169.4,160.486111,1151.97,79.86,94.75
-74.003251,41.933689,351.7,297.341667,2326.08,252.33,274.96
-73.65739,43.317069,143,131.097222,866.82,65.56,22.41
-73.53742,43.345984,231.1,83.547222,781.25,81.51,36.66
-76.828903,43.168125,142.9,132.333333,1108.94,94.68,64.26
-73.777098,41.023025,421.6,2823.583333,11253.23,1234.46,3531.14
-78.132083,42.739047,306,54.886111,475.7,43.68,28.01
-77.116661,42.596193,57.4,28.444444,261.58,85.06,5.11
-79.397998,36.077289,322.5,238.652778,1875.91,390.35,653.53
-81.095897,35.863142,130.3,35.241667,343.01,63.48,37.91
-81.226665,36.490468,51,15.402778,153.49,33.69,7.65
-80.23512,35.037999,328.8,28.166667,293.27,67.4,312.74
-81.369487,36.458028,70.9,27.725,302.05,76.24,3.9
-81.979996,35.988624,171.6,32.736111,239.14,79.34,14.19
-77.014238,35.642285,251.1,63.333333,577.28,127.1,265.29
-76.870646,35.959254,480.4,15.4375,200.81,47.7,254.6
-78.416129,34.62728,308.1,25.192857,311.16,82.38,204.6
-78.581509,33.944951,150.7,188.447222,1563.43,305.57,283.34
-82.559069,35.578768,298.9,533.127778,2886.74,601.38,396.96
-81.678666,35.615758,124.2,95.847222,901.31,226.28,112.67
-80.614852,35.464088,216.5,336.402778,1893.37,332.65,689.85
-81.488732,35.797095,124.3,98.697222,862.19,207.54,79.24
-76.306716,36.457846,99.1,7.458333,94.48,15.26,27.62
-76.318987,34.845783,107.7,238.111111,1838.12,366.75,173.76
-79.218422,36.495156,300,22.402778,304.53,44.94,194
-81.332463,35.721066,183.8,202.002778,1580.55,371.52,265.22
-79.278926,35.608759,207.1,75.347222,674.65,162.41,147.85
-83.89644,35.184397,133.7,36.238889,353.35,97.4,7.23
-76.627336,36.059199,150.1,15.411111,159.52,29.66,102.97
-83.708889,35.067689,120.2,10.277778,105.02,26.59,3.98
-81.553117,35.292215,263.4,125.594444,1139.54,275.63,474.29
-78.858297,34.411005,358.3,60.433333,664.18,164.69,385.17
-77.067206,35.105018,332.3,143,1034.63,215,464.52
-78.996377,35.07395,521.3,425.636111,3220.41,660.37,2450.03
-75.856871,36.503541,89.1,39.75,350.81,94.18,35.83
-75.641789,35.852206,96,55.272222,454.48,122.01,16.77
-80.072366,35.89865,225.7,203.605556,1737.69,394.72,338.96
-80.518361,35.824779,104,37.777778,360.25,64.21,35.56
-77.942096,34.952147,270.4,52.083333,567.9,184.55,267.83
-78.968087,36.018099,627.9,632.977778,3031.06,744.03,2160.14
-77.633203,35.879538,614.2,96.341667,745.12,146.98,788.07
-80.309265,36.162799,502.6,669.491667,4794.51,1028.08,2492.87
-78.489976,36.127819,235.1,64.888889,598.66,126.22,331.98
-81.059309,35.25098,363.2,423.388889,3376.1,674.03,1077.76
-76.713826,36.463827,151,11.763889,153.73,19.72,100.25
-78.727318,36.389549,540.3,62.833333,601.68,115.66,396.04
-77.564818,35.475924,440,16.597222,176.52,68.24,135.29
-80.024298,35.968062,557.3,921.575,6189.47,1188.22,3981.99
-77.662791,36.467192,427.2,71.375397,615.94,148.75,637.59
-78.948914,35.242225,294.6,151.694444,1366.86,328.48,563.19
-82.995654,35.493177,141.3,97.655556,774.66,143.47,15.94
-82.408899,35.275655,156.1,177.788889,1351.99,291.21,98.67
-77.038093,36.463518,495,26.986111,256.31,58.61,295.2
-79.227384,35.115129,376.5,34.433333,404.95,124.57,260.77
-80.874167,35.794246,125.8,266.763889,2226.18,424.19,569.01
-83.1285,35.186227,93.4,53.686111,452.85,124.65,11.2
-78.360863,35.336356,243.8,145.883333,1289.59,332.29,427.38
-77.176595,34.938679,184.4,13.555556,151.5,47.31,91.08
-79.174031,35.469082,361.4,78.763889,664.25,188.71,277.34
-77.592403,35.279874,480.5,90.833333,738.99,167.22,643.37
-81.253564,35.468238,118.8,96.597222,908.61,150.23,87.39
-82.025794,35.806191,71,58.125,500.09,118.72,37.69
-83.569805,35.203101,176.9,57.411111,465.1,112.9,14.56
-82.855831,35.833797,110.6,28.405556,313.49,59.89,5.67
-77.265635,35.950246,322.6,30.944444,320.63,61.08,275.17
-80.768057,35.360859,657,2493.972222,11967.63,2750.89,7507.9
-82.241039,36.085956,92.2,22.027778,199.8,48.89,1.32
-79.780642,35.385382,172.7,28.494444,311.31,71.95,127.14
-79.481058,35.323337,163.6,107.216667,936.08,163.71,210.79
-77.804796,35.94951,401.1,145.636111,939.15,182.04,732.29
-77.862985,34.229677,296.5,485.394444,2248.99,446.16,706.37
-77.686079,36.511212,402.4,20.533333,259.81,62.21,253.85
-77.318795,34.851242,181.4,180.486111,1350.63,268.4,464.42
-79.084357,35.909718,227.9,277.877778,1469.08,188.77,309.74
-76.646396,35.110802,185.1,21.458333,197.13,41.78,69.09
-76.218014,36.304259,323.6,75.433333,516.25,128.7,385.43
-77.610693,34.378803,197.5,89.111111,759.71,157.8,232.25
-76.53371,36.178248,169.5,13.305556,155.41,37.72,74.02
-79.03979,36.472012,259.4,38.736111,364.18,63.9,200.57
-77.351942,35.580511,425.9,222.769444,1678.35,321.25,1140.7
-82.206261,35.325063,134.9,33.833333,314.6,58.02,29.34
-79.985348,35.913371,187.3,160.411111,1424.47,388.26,190.61
-79.823589,35.10233,377,65.916667,558.65,129.1,352.92
-78.991319,34.623987,410.4,144.655556,1500.38,401.47,761.54
-79.685573,36.318072,232.6,116.875,1090.59,214.52,400.25
-80.488896,35.674725,297.6,192.016667,1513.64,354,561.28
-82.038834,35.450775,112.9,75.630952,668.54,147.76,131.21
-78.251445,34.757171,305.3,56.883333,557.97,165.32,284.32
-79.464284,34.911032,432.4,42.516667,355.42,81.71,277.34
-80.18826,35.354829,182.8,78.264683,654.21,143.55,144.98
-80.30572,36.307751,112.9,41.366667,457.63,100.52,35.53
-80.844509,36.492345,127.3,121.430556,1129.04,268.81,91.06
-83.574601,35.362332,100.3,18.777778,153.9,62.76,1.15
-82.845979,35.202352,104.8,42.089286,359.04,103.02,31.98
-80.744653,34.866284,146.1,260.877778,2077.07,388.3,473.77
-78.402841,36.300086,516.9,63.563889,533.92,110.38,527.5
-78.648182,35.790637,369.2,1878.141667,9491.13,1505.97,3403.36
-78.16525,36.294883,388.8,25.722222,305.34,73.5,263.69
-76.765403,35.792879,390.1,13.253968,158.6,40.17,120.24
-81.662993,36.197836,66.3,93.333333,653.79,118.15,16.59
-77.979093,35.367685,310.6,156.983333,1349.58,320.79,908.63
-81.166203,36.321321,112.2,69.272222,717.75,163.05,63.94
-77.936775,35.741703,489.8,127.261111,986.99,268.78,806.8
-80.497649,36.190644,112,34.405556,354.19,74.2,24.37
-82.406854,35.962933,76.1,27.319444,252.45,66.64,3.44
-103.399706,46.193617,0,3.833333,46.88,3.46,0
-100.764492,46.810704,74.3,150.875,944.04,112.24,43.27
-96.89169,46.873509,125.5,403.525,1605.88,229.78,198.9
-98.376174,48.761235,0,8.666667,48.93,2.12,0.1
-97.073889,47.923778,87.3,215.397222,815.55,102.3,66.18
-103.778578,47.697943,122.8,23.916667,178.44,77.3,6.02
-101.004956,46.621626,58.1,35.838889,248.59,25.89,4.17
-97.750475,48.678472,87,19.75,150.63,12.88,0.67
-98.717194,48.271962,0,22.333333,145.87,17.95,1.42
-97.414209,46.471086,0,18.333333,151.4,10.67,2.02
-97.005702,46.530358,73.6,38.388889,286.86,18.85,2.98
-102.778997,46.884138,56.1,58.847222,390.06,67.59,16.17
-98.700753,46.925658,56.5,39.613889,286.41,41.12,7.14
-97.278399,48.365235,56.9,29.083333,241.37,24.16,1.41
-101.314935,48.239309,69.4,99.619444,618.41,79.43,42.48
-103.852975,48.333013,51.3,52.458333,319.73,72.71,19.98
-83.582948,38.840594,73.8,30.055556,302.31,45.44,2.3
-83.937041,40.775441,206.5,229.738889,1629.25,228.64,487.93
-82.37017,40.883654,28.9,73.75,563.38,86.43,8.82
-80.807409,41.851031,141.3,153.7,1259.1,211.34,94.61
-82.092558,39.331714,86.5,127.944444,704.21,90.96,39.45
-84.39992,40.538655,52.8,71.227778,551.95,43.33,6.92
-80.737269,40.092666,144.6,136.263889,942.47,106.11,70.52
-83.905073,38.834381,76.7,47.666667,449.73,67.85,7.08
-84.378766,39.521292,139.6,710.79246,4093.02,478.37,715.05
-81.073583,40.585233,34.6,36.247222,348.08,63.14,1.66
-83.628443,40.183264,84.9,48.85,503.3,47.92,17.54
-83.771174,39.916953,137.1,288.752778,2272.98,300.19,462.9
-84.303706,39.076022,89.6,252.583333,1979.04,199.38,56.97
-83.980147,39.29497,102.1,46.388889,456.02,50.33,17.11
-80.655557,40.599754,92.7,158.997222,1201.65,160.29,50.64
-81.855843,40.271698,62.6,60.208333,504.64,88.71,11.83
-82.976139,40.806357,68.4,88.555556,663.6,74.4,14.44
-81.601978,41.526525,457.4,4757.05,20867.36,2267,13905.83
-84.514386,40.049216,77.3,69.104762,603.44,67.37,9.63
-84.765862,41.2887,90.6,54.041667,451.92,50.14,16.79
-82.906095,40.138948,79.5,255.819444,1762.26,136.96,119.95
-82.688821,41.425501,131.9,163.730556,865.83,83.6,162.18
-82.432374,39.737704,156.7,183.241667,1405.55,161.55,163.52
-83.378146,39.635397,92.6,40.708333,357.45,49.62,16.54
-82.978109,39.94737,463.9,3292.896032,14391.72,2399.63,7264.97
-84.001258,41.57216,56.8,53.152778,454.07,42.87,3.69
-82.221342,38.799943,80.1,34.783333,356.55,66.86,14.89
-81.244411,41.386407,45.4,114.572222,1054.41,227.02,30.08
-84.00719,39.835469,136.4,246.066667,1778.11,161.25,253.25
-81.616518,40.019662,88.4,59.611111,503.64,69.54,12.68
-84.576536,39.087435,447.4,2549.84127,11354.42,1379.78,6321.23
-83.639073,41.071749,92.4,94.05,659.59,54,23.18
-83.84202,40.769236,68.6,39.944444,352.77,66.67,3.94
-81.039254,40.224775,69.6,26.666667,249.06,47.54,13.08
-83.987808,41.210812,39.9,41.094444,355.45,27.81,6.18
-83.537181,39.099214,72.4,51.902778,461.04,74.74,13.2
-82.263689,39.518663,121.1,41.236111,358.75,39.71,5.18
-82.817,41.269336,82.6,76.833333,656.8,88.37,17.41
-82.619526,39.069782,104.2,38.758333,359.85,59.13,5.18
-80.6176,40.351796,118.3,152.986111,1177.49,129.61,155.48
-82.470267,40.420363,68.9,73.3,616.18,114.31,11.59
-81.279498,41.667791,98.8,633.597222,2909.83,283.21,256.15
-82.697966,38.546902,108.9,92.972222,718.22,78.21,31.75
-82.421973,40.080933,124.9,210.980556,1639.84,209.81,122.98
-83.784138,40.454513,73.4,66.386111,554.73,66.61,17.05
-82.193355,41.448087,165.7,496.755556,3682.21,414.33,713.47
-83.715548,41.696482,274.4,1517.394444,6491.85,839.37,3334.7
-83.499357,39.955433,234.1,57.75,566.57,71.62,15.43
-80.681815,41.034475,270.6,447.137302,3359.13,341.62,1425.46
-83.13588,40.578381,210.3,117.855556,860,100.27,59.43
-82.123992,41.064349,67.4,252.633333,1858.47,143.34,49.44
-82.060551,39.007385,56.2,31.486111,300.11,39.62,6.67
-84.627145,40.690968,41.8,55.361111,443.51,33.94,7.38
-84.287668,40.122167,87,140.576984,1059.35,123.56,35.95
-81.129973,39.815067,76.6,20.208333,201.41,26.68,1.47
-84.228483,39.804715,334.2,1748.095833,7910.8,1047.78,3703.74
-81.849645,39.652629,112.6,16.638889,199.62,30.5,19.23
-82.784926,40.387602,56.8,24.380556,299.25,43.17,4.89
-81.987079,39.913043,99.8,121.988889,982.56,100.86,75.96
-81.487592,39.697383,303.7,15.375,124.66,19.05,11.71
-83.135846,41.517051,30.9,67.658333,560.51,46.45,14.85
-84.45765,41.055491,44.8,26.111111,249.01,28.31,3.84
-82.277026,39.787324,129.4,31.8,300.45,29.97,2.15
-82.93685,39.597105,286.9,74.352778,606.14,72.13,18.84
-83.207056,39.14164,103.4,32.916667,304.32,41.21,9.65
-81.244884,41.31094,78.3,216.694444,1775.83,177.34,130.09
-84.631972,39.728916,55,63.497222,601.92,81.72,8.26
-84.053741,41.03589,36.2,41.347222,348.45,19.5,2.71
-82.526769,40.752916,155.9,199.347222,1484.44,215.25,273.81
-82.995643,39.339253,158,93.761111,816.26,96.15,90.52
-83.146242,41.356118,97,100.288889,758.76,72.01,48.62
-82.976123,38.74278,110.1,120.619445,1019.75,112.25,65.46
-83.130312,41.09675,53.3,91.302778,700.74,66.8,43.69
-84.155767,40.285093,74.6,58.361111,495.54,43.65,27.3
-81.404374,40.792012,159.1,653.369444,4361.15,500.7,775.37
-81.513967,41.060659,204,1045.000794,6972.43,842.18,2515.08
-80.64688,41.147961,136,348.400397,2824.23,370.5,472.71
-81.332086,40.344377,36.4,150.16627,1069.18,161.31,17.01
-83.393063,40.458751,141.4,52.166667,505.99,46.59,19.57
-84.532319,40.765718,50.8,56.555556,454.59,38.79,13.34
-84.341881,39.311726,104.4,223.326984,1630.17,148.89,59.05
-81.573001,39.276996,90.8,102.305556,807.36,110.54,22.01
-81.815425,40.750165,72,203.402778,1601.71,347.12,45.89
-84.534115,41.470811,100.1,55.980556,452.9,42.13,9.68
-83.603128,41.538497,75.7,195.088889,1416.42,121.27,64.22
-83.414063,40.80969,38.1,34.569444,304.03,31,1.05
-94.662199,36.116239,84,21.736111,252.16,135.81,0.88
-98.448471,36.741143,205.9,18.833333,127.06,37.58,6.6
-95.917862,34.520038,43.5,18.027778,184.39,68.38,16.41
-99.580304,35.244102,146.1,32.261905,186.81,55.98,14.99
-98.564002,36.044115,324.7,28.125,250.59,56.57,12.42
-96.338712,33.923692,137.9,65.805556,556.96,200.43,19.46
-98.336776,35.37954,151.6,43.215278,388.57,137.49,14.77
-97.689157,35.43518,126.5,201.730556,1442.5,326.61,99.34
-97.501555,34.225946,100.7,84.336111,562.23,179.53,76.36
-94.952194,35.905843,94.8,50.805556,456.06,191.76,11.45
-95.507529,34.008367,149,28.986111,261.97,110.75,57.76
-102.502911,36.738674,0,5.5,49.21,15.08,0
-97.443583,35.365522,123,567.522222,3083.44,643.06,302.18
-98.483444,34.630801,192.9,234.036111,1508.7,436.67,516.14
-95.189674,36.888443,192.4,30.638889,245.11,73.07,13.61
-96.106014,36.000514,136,118.569444,1058.44,264.87,42.81
-99.032638,35.57036,80.2,39.722222,249.96,75.54,15.53
-94.725326,36.406186,70.3,48.644444,456.39,169.09,4.39
-99.073423,35.917455,0,18.666667,151.62,46.96,0.6
-97.917127,36.419842,98.4,92.416667,601.63,166.2,28.44
-97.618199,34.838794,57.1,54.791667,453.13,131.28,20.36
-98.016272,34.988115,64.4,65.097222,498.03,126.26,31.17
-99.564037,34.848591,531.2,9.916667,80.92,30.26,13.39
-95.296557,35.182266,47.3,14.361111,148.8,56.99,2.74
-96.279131,35.078347,179.5,30,239.22,96.73,25.22
-99.558508,34.541002,105.6,39.3,300.02,68.4,33.87
-97.964468,34.202627,101.2,12.5,97.33,34.08,2.2
-96.66907,34.363076,130.9,12.75,151.84,50.2,4.96
-97.064909,36.738715,94.8,82.930556,552.71,154.49,27.38
-97.880497,36.06353,85.4,22.972222,204.16,47.89,4.59
-95.270891,34.768648,70.8,13.125,145.33,62.86,3.42
-94.721729,34.84063,150.3,64.375,600.4,215.24,22.89
-96.820507,35.673852,113.2,37.830556,353.19,94.68,13.41
-97.408574,35.885118,88.9,44.5,412.08,103.42,87.51
-97.100259,33.931945,71.8,14.555556,150.69,42.19,8.43
-97.499844,35.060362,96.1,35.252778,298.98,73.59,8.3
-94.735371,34.349482,63.7,37.972222,352.94,154.78,59.99
-95.69648,35.3051,136,29.513889,303.36,120.28,16.28
-96.782521,34.084094,70.5,20,202.9,69.16,6.36
-95.079711,36.327577,32.1,51.430556,450.42,142.21,5.24
-96.99608,34.501647,68,19.444444,148.51,39.13,4.01
-95.230011,35.434458,183.6,113.942064,821.68,255.56,238.02
-97.29474,36.305702,172,25.208333,203.73,35.1,1.42
-95.616579,36.702842,117.8,16.694444,198.87,66.63,8.01
-96.302127,35.424107,250.9,20.402778,185.3,94.02,28.62
